, ,,,,Distance moved,Velocity,Freezing,Freezing,Cruising,Cruising,Bursting,Bursting,Turn angle,Angular velocity,Meander,Meander
,,,,,CenterNApoint,CenterNApoint,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,CenterNApoint / absolute,CenterNApoint / absolute,CenterNApoint / absolute,CenterNApoint / absolute
,,,,,Total,Mean,Frequency,Cumulative Duration,Frequency,Cumulative Duration,Frequency,Cumulative Duration,Mean,Mean,Mean,Total
,,,,,mm,mm/s,,s,,s,,s,deg,deg/s,deg/mm,deg/mm
C6,MDA 3,Trial     4,C11,0:00:00-0:30:00,1595.55,0.953385,324,1607.64,409,19.28,82,4.4,114.415,2860.38,6890.69,286701000
C6,MDA 3,Trial     4,D5,0:00:00-0:30:00,3932.3,2.18704,1796,1626.44,2289,113.4,654,34.36,97.8927,2447.32,5356.06,239711000
C6,MDA 3,Trial     4,D11,0:00:00-0:30:00,1569.34,0.885729,216,1115.92,276,12.88,71,3.64,116.633,2915.82,7011.96,309431000
C6,MDA 3,Trial     4,E5,0:00:00-0:30:00,4343.84,2.41491,2121,1611,2472,124.24,860,44.6,92.7423,2318.56,5311.96,237928000
C6,MDA 3,Trial     4,E11,0:00:00-0:30:00,1639.66,0.916522,182,1683.64,249,11.12,32,1.72,117.002,2925.04,6755.03,300430000
C6,MDA 3,Trial     4,F5,0:00:00-0:30:00,2837.7,1.57759,939,1701.36,1355,62.52,242,12.44,107.725,2693.12,5572.59,250120000
C6,MDA 3,Trial     4,F11,0:00:00-0:30:00,1590.6,0.884274,387,1150.24,462,19.88,42,2.4,115.013,2875.32,7443.98,329873000
C6,MDA 3,Trial     4,G5,0:00:00-0:30:00,2557.72,1.42194,895,1712.28,1172,57.76,306,15.32,108.696,2717.41,6339.99,283772000
C6,MDA 3,Trial     4,G11,0:00:00-0:30:00,2405.28,1.46843,670,1491.88,889,57.24,249,13.8,111.987,2799.67,5921.61,241773000
C6,MDA 3,Trial     4,H5,0:00:00-0:30:00,2138.68,1.32367,763,1355.88,983,43.72,136,7.52,110.037,2750.92,6396.27,255339000
C6,MDA 3,Trial     4,H11,0:00:00-0:30:00,1702.86,0.946709,386,1524.04,473,23,125,7.08,114.714,2867.86,7742.6,345738000
C6,MDA 10,Trial     4,A6,0:00:00-0:30:00,1430.53,0.877216,224,1589.88,270,12.48,52,3,115.652,2891.31,7243.77,292699000
C6,MDA 10,Trial     4,A12,0:00:00-0:30:00,2636.14,1.58616,988,1677.52,1403,81.12,269,17.08,107.989,2699.73,6237.16,254327000
C6,MDA 10,Trial     4,B6,0:00:00-0:30:00,1453.22,0.807901,171,1540.44,224,14.04,92,7,118.063,2951.58,8680.8,366868000
C6,MDA 10,Trial     4,B12,0:00:00-0:30:00,1387.96,0.813976,157,1157.76,192,9.4,39,2.44,115.987,2899.68,6984.11,296503000
C6,MDA 10,Trial     4,C6,0:00:00-0:30:00,2103.05,1.17133,532,1738.24,792,36.08,133,6.64,110.371,2759.27,6597.2,295245000
C6,MDA 10,Trial     4,C12,0:00:00-0:30:00,1573.9,0.877096,192,1769.76,274,12.32,29,1.84,116.283,2907.08,6799.13,302724000
C6,MDA 10,Trial     4,D6,0:00:00-0:30:00,2291.3,1.27382,697,1733.6,875,42.56,236,11.8,108.623,2715.57,6230.92,279314000
C6,MDA 10,Trial     4,D12,0:00:00-0:30:00,2840.12,1.57893,1197,1695.48,1562,68.56,194,10.6,103.593,2589.83,5494.68,246590000
C6,MDA 10,Trial     4,E6,0:00:00-0:30:00,2329.46,1.29714,873,1719.68,1064,48.24,183,9.24,108.397,2709.93,6357.39,283896000
C6,MDA 10,Trial     4,E12,0:00:00-0:30:00,2778.9,1.54552,1171,1698.88,1436,66.92,312,16,104.246,2606.16,5939.44,265962000
C6,MDA 10,Trial     4,F6,0:00:00-0:30:00,1720.85,1.00138,187,1595.44,239,12.36,80,4.08,116.908,2922.69,6514.03,279660000
C6,MDA 10,Trial     4,F12,0:00:00-0:30:00,1375.99,0.769502,192,1678.32,229,10.76,53,2.84,117.306,2932.64,8088.16,356235000
C6,MDA 10,Trial     4,G6,0:00:00-0:30:00,1039.99,0.646681,37,1600.52,51,2.12,2,0.16,117.715,2942.87,8049.05,320907000
C6,MDA 10,Trial     4,G12,0:00:00-0:30:00,2326.8,1.29442,617,1737.36,826,41.24,275,15.2,111.174,2779.34,6865.91,306220000
C6,MDA 10,Trial     4,H6,0:00:00-0:30:00,417.565,0.602025,13,1131.68,15,0.68,0,0,121.424,3035.61,8405.29,135107000
C6,MDA 10,Trial     4,H12,0:00:00-0:30:00,1631,0.906817,383,415.56,563,26,105,5.96,115.933,2898.32,8424.94,372054000
C6,MDA DMSO,Trial     4,A1,0:00:00-0:30:00,1484.18,1.16869,538,1437.64,696,30.28,72,4.28,107.943,2698.58,6820.2,214386000
C6,MDA DMSO,Trial     4,A7,0:00:00-0:30:00,854.812,0.739611,98,1149.92,134,5.68,12,0.6,116.612,2915.3,7585.68,216761000
C6,MDA DMSO,Trial     4,B1,0:00:00-0:30:00,1433.02,0.810296,138,1754.88,177,10.36,76,4.96,117.115,2927.88,7686.35,338545000
C6,MDA DMSO,Trial     4,B7,0:00:00-0:30:00,2240.48,1.24557,585,1729.6,758,33.16,93,4.48,113.285,2832.12,5842.78,262207000
C6,MDA DMSO,Trial     4,C1,0:00:00-0:30:00,1966.77,1.10577,479,1749.6,694,32.84,122,7.32,112.967,2824.18,6817.46,302552000
C6,MDA DMSO,Trial     4,C7,0:00:00-0:30:00,1807.22,1.0047,175,1725,278,14.2,59,4.68,115.321,2883.03,6808.5,304728000
C6,MDA DMSO,Trial     4,D7,0:00:00-0:30:00,2016.2,1.12088,494,1746.76,689,29.76,59,3.12,114.687,2867.17,6906.67,309094000
C6,MDA DMSO,Trial     4,E1,0:00:00-0:30:00,1258.13,2.31393,555,507.48,709,34.76,161,9.32,101.156,2528.9,4833.6,65277800
C6,MDA DMSO,Trial     4,E7,0:00:00-0:30:00,1482.58,0.824226,135,1784,167,8.32,39,2.4,117.597,2939.91,6970.66,311407000
C6,MDA DMSO,Trial     4,F1,0:00:00-0:30:00,1877.96,1.29254,394,1425.4,534,29,162,10.8,112.281,2807.03,6174.19,223277000
C6,MDA DMSO,Trial     4,F7,0:00:00-0:30:00,1333.51,0.777758,71,1557.36,103,4.48,11,0.56,117.978,2949.44,7102.1,302997000
C6,MDA DMSO,Trial     4,G1,0:00:00-0:30:00,1663.92,0.925266,379,1465.96,506,23.08,86,4.92,113.897,2847.43,7268.04,325441000
C6,MDA DMSO,Trial     4,G7,0:00:00-0:30:00,4521.72,2.51391,1880,1592.48,2840,135.76,556,32.04,97.7058,2442.64,5035.06,225717000
C6,MDA DMSO,Trial     4,H1,0:00:00-0:30:00,1497.04,0.901982,239,1614.84,340,16.48,67,4.44,116.034,2900.85,7271.46,300995000
C6,MDA DMSO,Trial     4,H7,0:00:00-0:30:00,2688.88,2.44053,1342,1330.96,1886,86.24,374,19.28,95.4452,2386.13,4802.3,128788000
C6,MDMA 0.1,Trial     2,A2,0:00:00-0:30:00,1772.36,0.985608,339,1654.4,479,24.36,130,8.28,114.358,2858.94,7046.98,315874000
C6,MDMA 0.1,Trial     2,A8,0:00:00-0:30:00,1645.25,0.914782,235,1771.2,278,13.08,33,2.52,115.54,2888.5,6653.41,298698000
C6,MDMA 0.1,Trial     2,B2,0:00:00-0:30:00,667.394,0.914088,52,1496.76,70,3.88,23,1.48,116.785,2919.61,6875.1,125306000
C6,MDMA 0.1,Trial     2,B8,0:00:00-0:30:00,1252.12,0.714371,34,1315.72,54,2.72,11,0.72,119.167,2979.17,7802.77,338859000
C6,MDMA 0.1,Trial     2,C2,0:00:00-0:30:00,1468.41,0.863427,105,1636.56,140,6.56,31,1.76,117.983,2949.57,6721.59,285076000
C6,MDMA 0.1,Trial     2,C8,0:00:00-0:30:00,1708.05,0.952325,245,1760.92,319,17.4,131,7.56,115.852,2896.31,7470.26,333427000
C6,MDMA 0.1,Trial     2,D2,0:00:00-0:30:00,1480.14,0.886968,239,1631.6,294,13.64,63,3.6,116.358,2908.95,7172.93,297942000
C6,MDMA 0.1,Trial     2,D8,0:00:00-0:30:00,1743.21,0.979575,310,1512.24,419,20.36,99,5.4,115.067,2876.67,6851.32,303979000
C6,MDMA 0.1,Trial     2,E2,0:00:00-0:30:00,2463.56,1.43044,772,1559.76,985,48.08,283,16.16,109.696,2742.41,6134.06,263715000
C6,MDMA 0.1,Trial     2,E8,0:00:00-0:30:00,1971.45,1.21757,641,1561.64,802,36.28,106,5.64,112.385,2809.61,6322.1,255110000
C6,MDMA 0.1,Trial     2,F2,0:00:00-0:30:00,1077.97,0.652019,44,1414.48,55,3.16,13,1.24,118.364,2959.11,7971.77,327265000
C6,MDMA 0.1,Trial     2,F8,0:00:00-0:30:00,2091.09,1.16252,387,1757.32,553,26.6,96,6.08,113.047,2826.17,6148.37,276007000
C6,MDMA 0.1,Trial     2,G2,0:00:00-0:30:00,1732.19,0.995646,361,1506.72,452,72.76,75,4.48,114.864,2871.61,6541.41,282923000
C6,MDMA 0.1,Trial     2,G8,0:00:00-0:30:00,733.946,0.845054,15,1634.44,19,0.88,5,0.28,118.512,2962.79,6330.84,134442000
C6,MDMA 0.1,Trial     2,H2,0:00:00-0:30:00,1797.86,1.01295,376,1472.36,475,24.08,120,6.84,114.944,2873.59,6908.52,297336000
C6,MDMA 0.1,Trial     2,H8,0:00:00-0:30:00,1622.42,0.968011,449,1223.88,579,27.64,120,6.44,113.874,2846.86,7693.8,320293000
C6,MDMA 0.3,Trial     2,A3,0:00:00-0:30:00,2630.2,1.92277,1216,1506.28,1497,69.44,328,16.88,101.891,2547.28,5220.76,178200000
C6,MDMA 0.3,Trial     2,A9,0:00:00-0:30:00,1063.43,1.07604,280,779.56,374,18.96,88,5.48,112.418,2810.46,7400.52,182156000
C6,MDMA 0.3,Trial     2,B3,0:00:00-0:30:00,1236.79,0.896585,224,1339.4,299,14.24,66,3.96,114.355,2858.89,7369.1,252244000
C6,MDMA 0.3,Trial     2,B9,0:00:00-0:30:00,868.299,0.683506,17,1090.36,19,2.16,15,1.88,118.552,2963.79,7989.64,251961000
C6,MDMA 0.3,Trial     2,C3,0:00:00-0:30:00,1072.55,0.935583,192,1126.92,256,13.04,75,4.64,115.374,2884.34,7648.08,218001000
C6,MDMA 0.3,Trial     2,C9,0:00:00-0:30:00,1283.12,0.884444,128,1770.36,161,8,37,2.32,117.036,2925.91,6861.81,248082000
C6,MDMA 0.3,Trial     2,D3,0:00:00-0:30:00,2304.73,1.28134,392,1454.24,540,28.8,146,10.4,113.505,2837.62,6050.93,271578000
C6,MDMA 0.3,Trial     2,D9,0:00:00-0:30:00,2634.14,1.46608,1101,1695.2,1347,67.24,313,17.24,106.637,2665.94,6636.84,295963000
C6,MDMA 0.3,Trial     2,E3,0:00:00-0:30:00,946.824,0.659734,57,1656.64,67,2.96,9,0.6,117.783,2944.58,7947.1,282472000
C6,MDMA 0.3,Trial     2,E9,0:00:00-0:30:00,1342.21,0.841048,159,1521.24,205,11.12,69,4.32,116.284,2907.1,7354.38,291925000
C6,MDMA 0.3,Trial     2,F3,0:00:00-0:30:00,1390.9,0.895642,351,1516.68,491,23.6,88,5.88,112.755,2818.88,8304.95,317897000
C6,MDMA 0.3,Trial     2,F9,0:00:00-0:30:00,1981.66,1.10242,383,1740.96,569,25.32,69,4.04,114.745,2868.62,6403.63,287209000
C6,MDMA 0.3,Trial     2,G3,0:00:00-0:30:00,1791.31,0.995924,379,1476.6,509,25,110,6.64,114.812,2870.31,7286.44,325842000
C6,MDMA 0.3,Trial     2,G9,0:00:00-0:30:00,1510.93,0.839983,135,1779.04,156,7.8,43,2.64,117.161,2929.03,7139.97,319000000
C6,MDMA 0.3,Trial     2,H3,0:00:00-0:30:00,1082.12,0.650033,109,1652.08,153,7.32,22,1.68,116.388,2909.7,8683.9,357942000
C6,MDMA 0.3,Trial     2,H9,0:00:00-0:30:00,3012.61,1.87912,1235,894.44,1628,78.92,373,20.48,103.016,2575.39,5386.33,215426000
C6,MDMA 1,Trial     2,A4,0:00:00-0:30:00,3624.54,2.01623,1615,1654,2046,96.8,452,25.64,105.13,2628.24,5495.21,246460000
C6,MDMA 1,Trial     2,A10,0:00:00-0:30:00,769.77,1.01848,224,376.12,278,12.04,29,1.64,112.979,2824.47,7028.51,131482000
C6,MDMA 1,Trial     2,B4,0:00:00-0:30:00,2783.16,1.54909,973,1688.32,1276,64.08,312,20.36,107.754,2693.84,6432.75,286045000
C6,MDMA 1,Trial     2,B10,0:00:00-0:30:00,2264.61,1.25924,605,1700.92,827,41.12,195,11.32,111.708,2792.7,6494.63,290862000
C6,MDMA 1,Trial     2,C4,0:00:00-0:30:00,1679.53,1.08614,285,1693.32,388,93.6,74,5,114.441,2861.02,6829.7,260191000
C6,MDMA 1,Trial     2,C10,0:00:00-0:30:00,1374.21,0.800334,120,1691.68,145,6.48,20,1.24,116.836,2920.91,7047.12,299143000
C6,MDMA 1,Trial     2,D4,0:00:00-0:30:00,1534.97,0.854416,121,1783.8,171,8,28,1.68,116.904,2922.61,6835.51,306217000
C6,MDMA 1,Trial     2,D10,0:00:00-0:30:00,2251.08,1.25146,658,1733.8,878,43.6,195,13.2,108.686,2717.15,6674.17,298943000
C6,MDMA 1,Trial     2,E4,0:00:00-0:30:00,1131.28,0.629018,17,1745.68,23,2.04,13,1.6,119.763,2994.08,8848.77,386868000
C6,MDMA 1,Trial     2,E10,0:00:00-0:30:00,1423.3,0.886528,337,1745.2,441,19.64,51,3.24,113.71,2842.75,7565.95,302191000
C6,MDMA 1,Trial     2,F4,0:00:00-0:30:00,2006.41,1.11549,560,1562.24,690,34.48,220,12.48,112.32,2807.99,7504.62,333085000
C6,MDMA 1,Trial     2,F10,0:00:00-0:30:00,2720.67,1.91107,1041,1129.6,1437,71.36,388,21.48,102.587,2564.68,5811.97,206418000
C6,MDMA 1,Trial     2,G4,0:00:00-0:30:00,2407.77,1.33875,916,1667.48,1062,47.92,201,10.2,109.785,2744.62,6208.92,277979000
C6,MDMA 1,Trial     2,G10,0:00:00-0:30:00,1938.95,1.11066,239,1699.6,332,16.84,107,6.24,115.731,2893.27,6113.55,265719000
C6,MDMA 1,Trial     2,H4,0:00:00-0:30:00,1353.99,0.868458,170,1119.24,223,10.84,59,3.28,116.315,2907.87,6929.22,268951000
C6,MDMA 1,Trial     2,H10,0:00:00-0:30:00,621.176,0.535368,16,79.64,16,0.64,2,0.08,119.067,2976.68,9294.41,265885000
C6,MDMA 3,Trial     2,A5,0:00:00-0:30:00,1357.28,0.898503,156,1495.24,219,11.24,56,4.08,116.213,2905.32,7036.73,264961000
C6,MDMA 3,Trial     2,A11,0:00:00-0:30:00,1726.48,1.02418,318,1605.76,470,25.08,121,8.8,113.431,2835.78,7124.74,299089000
C6,MDMA 3,Trial     2,B5,0:00:00-0:30:00,2053.38,1.14181,494,1732.2,642,31.6,153,9.28,112.145,2803.64,6784.81,303905000
C6,MDMA 3,Trial     2,B11,0:00:00-0:30:00,2036.68,1.16148,442,612.56,554,28.52,157,10.16,114.394,2859.86,6420.61,275027000
C6,MDMA 3,Trial     2,C5,0:00:00-0:30:00,1526.07,1.03339,106,953.56,135,6.76,38,2.36,117.496,2937.4,5962.68,219147000
C6,MDMA 3,Trial     2,C11,0:00:00-0:30:00,1099.82,0.678836,28,135.88,35,1.6,8,0.4,118.698,2967.44,7684.3,310407000
C6,MDMA 3,Trial     2,D5,0:00:00-0:30:00,2113.23,1.17483,543,1629.44,718,35,141,9.04,111.463,2786.57,6458.03,287705000
C6,MDMA 3,Trial     2,D11,0:00:00-0:30:00,1758.32,0.977606,390,1218.12,481,23.32,119,6.64,114.733,2868.33,6986.64,310116000
C6,MDMA 3,Trial     2,E5,0:00:00-0:30:00,1919.47,1.06711,706,1735.28,899,43,246,12.6,114.324,2858.09,7881.77,292240000
C6,MDMA 3,Trial     2,E11,0:00:00-0:30:00,1665.48,1.02673,485,1578.52,645,28.92,76,4.56,111.258,2781.46,7225.48,291021000
C6,MDMA 3,Trial     2,F5,0:00:00-0:30:00,1829.47,1.11777,360,1048.76,425,20.68,123,6.6,115.72,2893.01,6638.72,269585000
C6,MDMA 3,Trial     2,F11,0:00:00-0:30:00,2902.53,1.61363,1073,1697.96,1348,65.52,342,18.56,107.028,2675.69,5693.47,255164000
C6,MDMA 3,Trial     2,G5,0:00:00-0:30:00,1955.23,1.08704,342,147.52,439,21.36,157,7.96,115.37,2884.25,6198.39,278190000
C6,MDMA 3,Trial     2,G11,0:00:00-0:30:00,1722.77,0.957756,221,1777.8,279,12.48,33,1.88,115.806,2895.14,6538.69,292947000
C6,MDMA 3,Trial     2,H5,0:00:00-0:30:00,147.307,1.02041,24,1513.92,34,1.64,8,0.48,114.376,2859.4,6702.39,23257300
C6,MDMA 3,Trial     2,H11,0:00:00-0:30:00,1244.58,0.724269,67,1175.32,74,3.36,12,0.84,118.424,2960.6,8306.94,351716000
C6,MDMA 10,Trial     2,A6,0:00:00-0:30:00,1136.11,0.691213,16,1543.28,22,1.04,3,0.24,119.174,2979.36,7501.7,306167000
C6,MDMA 10,Trial     2,A12,0:00:00-0:30:00,1942.22,1.09924,464,1535.04,612,31.2,191,12.08,112.535,2813.38,7180.27,316226000
C6,MDMA 10,Trial     2,B6,0:00:00-0:30:00,253.404,0.620298,5,1049.88,6,424.68,0,0,120.382,3009.55,7796.92,77977000
C6,MDMA 10,Trial     2,B12,0:00:00-0:30:00,1545.28,0.859141,307,1735.68,441,20.8,106,5.56,113.89,2847.24,7860.9,351138000
C6,MDMA 10,Trial     2,C6,0:00:00-0:30:00,1432.47,0.834872,156,1703.16,203,9.56,35,2.28,116.764,2919.1,7180.53,307334000
C6,MDMA 10,Trial     2,C12,0:00:00-0:30:00,2781.09,1.5468,984,958.84,1275,62.76,345,18.84,107.215,2680.37,6214.69,278897000
C6,MDMA 10,Trial     2,D6,0:00:00-0:30:00,1398.41,0.784391,140,1661.16,171,8.64,50,2.96,116.851,2921.29,7922.03,351318000
C6,MDMA 10,Trial     2,D12,0:00:00-0:30:00,1437.6,0.839565,11,1169.2,17,1.36,9,0.96,118.971,2974.28,6661,284937000
C6,MDMA 10,Trial     2,E6,0:00:00-0:30:00,1696.06,0.976498,397,1686.12,569,25.72,82,4.72,112.434,2810.84,7192.99,310306000
C6,MDMA 10,Trial     2,E12,0:00:00-0:30:00,183.438,0.956003,7,1424.2,8,0.44,2,0.2,120.503,3012.57,6325.62,29686100
C6,MDMA 10,Trial     2,F6,0:00:00-0:30:00,1581.34,0.88525,251,1709.96,366,17.92,82,4.84,115.612,2890.29,7306.53,324673000
C6,MDMA 10,Trial     2,F12,0:00:00-0:30:00,1421.9,0.867095,124,1552.2,149,6.2,10,0.56,117.273,2931.82,6724.02,275154000
C6,MDMA 10,Trial     2,G6,0:00:00-0:30:00,1396.12,0.930353,150,1252.6,187,9.08,44,2.2,117.417,2935.43,6744.34,251510000
C6,MDMA 10,Trial     2,G12,0:00:00-0:30:00,928.299,0.586166,12,295.72,12,6.76,1,0.08,118.52,2963.01,8300.47,324034000
C6,MDMA 10,Trial     2,H6,0:00:00-0:30:00,3483.5,1.96577,1571,1616.72,2159,105.2,370,19.88,96.2771,2406.93,4908.07,216377000
C6,MDMA 10,Trial     2,H12,0:00:00-0:30:00,1807.87,1.02343,418,497.6,559,27.08,121,7.44,113.721,2843.02,6899.3,303273000
C6,MDMA DMSO,Trial     2,B1,0:00:00-0:30:00,879.517,0.727812,87,583.36,106,4.68,15,0.64,116.621,2915.52,7676.51,231470000
C6,MDMA DMSO,Trial     2,B7,0:00:00-0:30:00,1285.59,0.714707,200,1782.76,205,8.2,1,0.04,116.534,2913.36,6725.7,249523000
C6,MDMA DMSO,Trial     2,C1,0:00:00-0:30:00,1774.95,1.15173,552,1458.96,756,34.64,125,6.6,111.314,2782.86,6866.8,263067000
C6,MDMA DMSO,Trial     2,C7,0:00:00-0:30:00,1140.52,0.874872,195,1779.68,233,10.96,50,2.92,116.283,2907.07,7386.58,238217000
C6,MDMA DMSO,Trial     2,D1,0:00:00-0:30:00,1158.88,0.937938,183,1191,231,11.16,55,2.88,115.913,2897.82,6673.22,204875000
C6,MDMA DMSO,Trial     2,D7,0:00:00-0:30:00,1480.85,0.841871,113,1694.84,135,6.52,25,1.6,116.98,2924.5,7088.42,311458000
C6,MDMA DMSO,Trial     2,E1,0:00:00-0:30:00,2522.54,1.4094,776,1702.96,1086,62.64,365,26.68,107.875,2696.88,7509.7,334369000
C6,MDMA DMSO,Trial     2,E7,0:00:00-0:30:00,1718.44,1.05196,339,1487.92,449,21.68,103,5.96,114.026,2850.65,6428.83,261853000
C6,MDMA DMSO,Trial     2,F1,0:00:00-0:30:00,1284.56,0.778882,129,1637.24,172,7.96,34,1.92,116.682,2917.04,7176.49,294954000
C6,MDMA DMSO,Trial     2,F7,0:00:00-0:30:00,1778.95,0.988985,373,1244.4,510,23.36,75,4.2,115.201,2880.02,7057.81,312950000
C6,MDMA DMSO,Trial     2,G1,0:00:00-0:30:00,1787.22,0.993628,452,1758.92,574,26.68,110,6.44,113.385,2834.63,7301.53,326546000
C6,MDMA DMSO,Trial     2,G7,0:00:00-0:30:00,1472.01,0.818347,157,1625.56,197,9.8,58,3.64,116.188,2904.7,7531.17,337163000
C6,MDMA DMSO,Trial     2,H1,0:00:00-0:30:00,1296.8,0.753425,67,1674.44,90,4.64,28,1.84,117.122,2928.05,7240.64,310942000
C6,MDMA DMSO,Trial     2,H7,0:00:00-0:30:00,1368.18,0.760626,11,1788.84,15,0.6,1,0.04,118.071,2951.78,6978.78,311889000
C40,Cocaine 0.1,Trial     9,A2,0:00:00-0:30:00,4354.45,2.53762,2052,1599.64,2637,131.56,715,40.8,93.6088,2340.22,4975.85,212310000
C40,Cocaine 0.1,Trial     9,A8,0:00:00-0:30:00,2849.73,1.62593,1259,1645.12,1655,77.8,317,17.72,104.365,2609.12,6321.2,273815000
C40,Cocaine 0.1,Trial     9,B2,0:00:00-0:30:00,4389.97,2.75116,2145,1384.2,2695,128.6,808,42.84,90.8556,2271.39,4768.8,189474000
C40,Cocaine 0.1,Trial     9,B8,0:00:00-0:30:00,1677.74,1.04298,519,1565.08,671,30.56,96,5.84,113.961,2849.03,7359.87,289295000
C40,Cocaine 0.1,Trial     9,C2,0:00:00-0:30:00,3287.67,1.8992,1731,1556.8,2027,92.56,534,26.76,96.3085,2407.71,6250,269631000
C40,Cocaine 0.1,Trial     9,C8,0:00:00-0:30:00,2876.85,1.59935,1060,1675.72,1465,70.16,282,18.08,106.621,2665.52,6587.71,293482000
C40,Cocaine 0.1,Trial     9,D2,0:00:00-0:30:00,2591.13,1.46164,1067,1591.72,1282,57.88,275,13.8,106.873,2671.83,6039.11,266989000
C40,Cocaine 0.1,Trial     9,D8,0:00:00-0:30:00,2595.43,1.4429,1072,1687.96,1265,55.88,185,9.2,108.95,2723.76,6027.36,269345000
C40,Cocaine 0.1,Trial     9,E2,0:00:00-0:30:00,1481.29,0.823504,182,1649.76,225,10.6,55,3.28,117.948,2948.69,7337.84,322542000
C40,Cocaine 0.1,Trial     9,E8,0:00:00-0:30:00,2126.04,1.18195,477,1592.16,609,28.44,111,6.4,114.188,2854.71,6368.86,283949000
C40,Cocaine 0.1,Trial     9,F2,0:00:00-0:30:00,1232.34,0.816467,111,1208.36,143,7.4,25,2.4,118.633,2965.83,7227.45,269960000
C40,Cocaine 0.1,Trial     9,F8,0:00:00-0:30:00,1752.23,1.14364,297,1674.4,376,17,61,3.36,115.735,2893.38,5870.56,224684000
C40,Cocaine 0.1,Trial     9,G2,0:00:00-0:30:00,3394.88,2.01649,1414,1662.32,1898,91.96,525,29.6,100.55,2513.74,5797.41,242303000
C40,Cocaine 0.1,Trial     9,G8,0:00:00-0:30:00,1133.19,0.629984,26,1341.68,37,1.84,10,0.68,119.651,2991.27,7975.59,354730000
C40,Cocaine 0.1,Trial     9,H2,0:00:00-0:30:00,1901.5,1.08841,511,1695.68,713,35.68,159,10.2,113.51,2837.76,7253.02,303568000
C40,Cocaine 0.1,Trial     9,H8,0:00:00-0:30:00,865.199,0.736239,52,1665.32,73,3.48,13,0.84,118.391,2959.78,7655.72,223157000
C40,Cocaine 0.3,Trial     9,A3,0:00:00-0:30:00,2085.93,1.16047,836,1736.24,1006,44.08,110,6.28,108.523,2713.09,6906.82,307678000
C40,Cocaine 0.3,Trial     9,A9,0:00:00-0:30:00,3067.39,1.71164,1248,1436.88,1556,72.36,328,18.76,106.144,2653.6,5710.13,254489000
C40,Cocaine 0.3,Trial     9,B3,0:00:00-0:30:00,812.926,0.6738,14,53.64,14,0.56,0,0,119.483,2987.08,7661.05,229318000
C40,Cocaine 0.3,Trial     9,B9,0:00:00-0:30:00,5435.94,3.10959,3215,1477.68,4040,178.6,711,34.32,68.1861,1704.65,2045.78,89318900
C40,Cocaine 0.3,Trial     9,C3,0:00:00-0:30:00,1758.98,0.977883,472,1757.92,593,26.68,74,4.56,113.908,2847.69,7380.08,326392000
C40,Cocaine 0.3,Trial     9,C9,0:00:00-0:30:00,1501.84,0.897113,209,1375.72,244,11.92,66,4.16,117.07,2926.76,7054.03,291021000
C40,Cocaine 0.3,Trial     9,D3,0:00:00-0:30:00,1893.38,1.16968,716,1737.48,954,41,99,5.44,111.427,2785.68,6804.13,271056000
C40,Cocaine 0.3,Trial     9,D9,0:00:00-0:30:00,1628.54,0.964796,48,1629.8,57,2.56,11,0.6,117.675,2941.88,6027.67,253843000
C40,Cocaine 0.3,Trial     9,E3,0:00:00-0:30:00,1046.79,0.785079,45,1241.24,50,2.76,20,1.4,117.74,2943.49,7177.44,236482000
C40,Cocaine 0.3,Trial     9,F3,0:00:00-0:30:00,1720.16,1.05755,176,1569.6,238,11.6,43,3.04,116.907,2922.67,6372.26,257032000
C40,Cocaine 0.3,Trial     9,F9,0:00:00-0:30:00,2453.29,1.5383,908,1700.84,1275,58.52,240,13.08,108.776,2719.41,6211.23,245685000
C40,Cocaine 0.3,Trial     9,G3,0:00:00-0:30:00,1799.43,1.00037,392,1452,459,21.4,101,5.56,114.452,2861.3,7004.88,312123000
C40,Cocaine 0.3,Trial     9,G9,0:00:00-0:30:00,1470.61,0.817567,145,1672.16,207,9.76,47,2.6,117.924,2948.09,7505.79,333557000
C40,Cocaine 0.3,Trial     9,H3,0:00:00-0:30:00,1583.66,0.98927,296,1576.52,371,18.68,88,6.36,114.548,2863.7,7619.16,299822000
C40,Cocaine 0.3,Trial     9,H9,0:00:00-0:30:00,1473.12,0.971767,325,1487.64,418,18.84,55,3.44,116.158,2903.94,7070.24,260941000
C40,Cocaine 1,Trial     9,A4,0:00:00-0:30:00,1812.65,1.00772,483,1656.84,602,26.04,79,3.96,114.716,2867.9,7043.53,311514000
C40,Cocaine 1,Trial     9,A10,0:00:00-0:30:00,1523.4,0.846919,323,600.56,417,19.44,84,5.08,115.858,2896.46,8370.57,370783000
C40,Cocaine 1,Trial     9,B4,0:00:00-0:30:00,2551.62,1.4232,839,1711.88,1101,54.32,340,18.04,109.009,2725.23,6770.3,301190000
C40,Cocaine 1,Trial     9,B10,0:00:00-0:30:00,2920.59,1.62421,944,1610.76,1286,62.44,317,19.68,109.726,2743.16,5912.94,259590000
C40,Cocaine 1,Trial     9,C4,0:00:00-0:30:00,1657.43,0.921555,331,1596.6,417,18.64,56,3.16,115.291,2882.28,7051.6,315496000
C40,Cocaine 1,Trial     9,C10,0:00:00-0:30:00,1335.03,0.932179,70,1765.32,92,4.52,21,1.24,118.801,2970.02,6353.7,226141000
